user_currency,user_country,start_mifid_days,has_finished_mifid,finish_mifid_days,has_deposit,first_deposit_days,first_deposit_amount,first_deposit_platform,mifid_actual_savings,mifid_next_year_savings,mifid_qualifications,mifid_experience,mifid_money_other_brokers,mifid_invested_other_brokers,user_flow_name,first_trade_investor_account_demo_days,days_until_conversion_or_today,is_converted
USD,46,0,0,,0,,0,1,13,7,0,0,0,0,3,,75,0
EUR,85,0,1,1,1,5,11.57496720425958793116752836,3,7,13,0,0,0,0,3,6,5,1
EUR,25,13,1,15,1,18,3.858322401419862643722509453,3,12,13,1,1,1,12,3,13,18,1
EUR,36,0,0,,0,,0,1,8,8,1,0,1,7,3,,77,0
USD,24,0,0,,0,,0,1,7,7,1,1,0,0,3,,77,0
USD,85,0,1,14,1,16,2.700825680993903850605756617,3,6,6,1,1,1,12,3,0,16,1
EUR,36,0,1,7,1,35,1.929161200709931321861254726,0,5,6,0,0,0,0,3,0,78,0
EUR,36,0,1,0,1,27,1.929161200709931321861254726,0,12,12,0,0,0,0,3,0,28,1
EUR,36,3,0,,0,,0,1,13,11,1,1,0,0,3,,78,0
USD,71,0,0,,0,,0,1,12,12,0,0,1,12,3,0,78,0
EUR,77,0,0,,0,,0,1,12,12,1,1,0,0,3,,79,0
EUR,36,0,1,3,1,7,1.929161200709931321861254726,0,12,12,0,0,1,12,3,0,7,1
USD,6,57,1,58,0,,0,1,12,12,0,0,1,12,3,0,79,0
USD,22,1,0,,0,,0,1,12,12,0,0,0,0,3,1,80,0
EUR,58,0,0,,0,,0,1,12,12,1,0,0,0,3,,80,0
USD,85,0,0,,0,,0,1,6,12,0,0,0,0,3,,81,0
USD,120,0,0,,0,,0,1,13,13,1,1,0,0,3,,81,0
USD,85,0,0,,0,,0,1,7,5,0,0,0,0,2,0,82,0
USD,22,0,0,,0,,0,1,12,12,1,1,1,12,3,,82,0
EUR,38,0,1,0,0,,0,1,7,7,1,0,0,0,3,,82,0
EUR,38,0,1,0,1,0,1.929161200709931321861254726,3,13,13,0,0,0,0,2,0,6,1
USD,77,8,0,,0,,0,1,12,12,0,0,1,12,3,4,82,0
USD,77,0,1,0,1,6,1.929161200709931321861254726,3,6,7,1,1,1,13,3,,82,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,83,0
EUR,36,0,1,6,1,8,1.929161200709931321861254726,5,5,6,0,0,0,0,3,,8,1
EUR,58,0,1,5,1,5,3.858322401419862643722509453,0,5,5,1,1,1,12,3,,5,1
EUR,36,1,0,,0,,0,1,0,0,0,0,0,0,3,,84,0
EUR,36,0,1,0,1,5,3.858322401419862643722509453,0,5,6,1,1,1,12,3,12,12,1
USD,25,0,1,1,0,,0,1,12,12,0,0,0,0,3,,84,0
USD,33,0,0,,0,,0,1,12,12,1,1,1,12,3,,84,0
EUR,29,27,1,28,1,31,3.858322401419862643722509453,6,8,9,0,0,0,0,3,0,34,1
EUR,91,0,1,1,0,,0,1,11,11,1,1,1,9,3,0,85,0
EUR,36,3,1,6,1,8,11.57496720425958793116752836,5,7,8,1,0,0,0,3,0,8,1
EUR,36,14,1,17,1,28,1.929161200709931321861254726,0,13,13,1,0,0,0,3,0,85,0
EUR,36,17,1,20,1,50,1.929161200709931321861254726,0,13,13,0,0,1,13,3,0,50,1
USD,33,0,0,,0,,0,1,0,0,0,0,0,0,3,,85,0
USD,77,70,1,73,0,,0,1,12,12,1,1,1,12,3,0,85,0
USD,24,0,0,,0,,0,1,6,5,0,0,0,0,3,,85,0
EUR,58,0,1,2,1,7,19.29161200709931321861254726,5,9,7,1,1,1,8,3,1,7,1
EUR,77,0,1,1,1,1,2.893741801064896982791882090,3,5,5,0,0,1,12,3,,1,1
EUR,36,0,0,,0,,0,1,5,8,1,0,0,0,3,,87,0
EUR,36,0,1,1,1,4,7.716644802839725287445018906,5,13,13,1,0,0,0,3,,19,1
EUR,36,0,0,,0,,0,1,12,5,1,0,0,0,3,,87,0
EUR,36,0,1,1,1,1,3.858322401419862643722509453,0,7,7,0,0,0,0,3,,2,1
USD,77,23,1,23,0,,0,1,12,12,0,0,1,12,3,0,87,0
EUR,36,0,1,38,0,,0,1,12,13,0,0,0,0,3,2,88,0
USD,26,6,0,,0,,0,1,12,12,1,1,0,0,3,,88,0
USD,77,0,1,2,0,,0,1,12,12,1,0,1,12,3,,88,0
GBP,25,0,0,,0,,0,1,12,13,1,1,1,12,3,,88,0
EUR,77,9,1,9,0,,0,1,6,7,1,1,1,7,1,3,88,0
USD,22,0,1,4,1,5,1.929161200709931321861254726,3,5,8,0,0,0,0,3,,5,1
EUR,36,0,1,0,1,7,19.29161200709931321861254726,5,7,8,0,0,1,12,3,,11,1
USD,43,0,0,,0,,0,1,13,12,0,0,0,0,2,0,89,0
EUR,36,6,1,6,1,7,2.700825680993903850605756617,0,12,13,0,0,0,0,3,0,7,1
EUR,25,0,0,,0,,0,1,6,7,1,1,1,13,3,0,90,0
USD,25,0,1,1,0,,0,1,12,12,0,0,1,12,3,0,90,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,3,0,90,0
EUR,36,0,1,1,1,8,19.29161200709931321861254726,0,13,13,1,1,1,12,3,4,8,1
USD,85,0,0,,0,,0,1,12,13,0,0,0,0,3,0,90,0
EUR,100,0,1,0,1,4,2.700825680993903850605756617,5,5,5,0,1,0,0,3,,4,1
USD,24,0,1,1,0,,0,1,5,7,0,1,1,12,3,,90,0
USD,31,0,1,69,0,,0,1,12,13,1,0,0,0,3,,90,0
EUR,41,0,0,,0,,0,1,11,15,1,1,1,11,3,0,90,0
USD,120,0,1,0,0,,0,1,12,12,1,1,0,0,3,,90,0
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,3,,90,0
EUR,36,0,1,1,1,7,1.929161200709931321861254726,5,13,13,1,1,0,0,3,6,20,1
EUR,36,0,1,1,1,22,19.29161200709931321861254726,5,7,7,0,0,1,12,3,,26,1
EUR,36,0,1,0,1,14,3.858322401419862643722509453,0,12,12,1,0,0,0,3,,14,1
USD,6,0,1,2,0,,0,1,12,12,0,0,1,12,3,2,91,0
USD,77,0,0,,0,,0,1,12,12,1,0,1,12,3,3,92,0
EUR,36,0,0,,0,,0,1,5,6,0,1,1,12,1,0,92,0
EUR,36,0,0,,0,,0,1,0,0,0,0,0,0,3,,92,0
USD,87,0,1,0,1,3,11.45150088741415232656840806,5,6,13,1,0,1,13,3,,3,1
EUR,36,0,1,1,1,8,11.57496720425958793116752836,5,13,13,0,0,0,0,3,,14,1
USD,22,0,1,10,0,,0,1,5,7,0,0,0,0,3,,93,0
USD,16,0,1,4,0,,0,1,6,6,0,0,1,5,3,23,93,0
EUR,36,0,1,1,1,1,1.929161200709931321861254726,0,13,13,1,1,1,12,3,0,1,1
USD,77,0,1,9,0,,0,1,12,12,0,0,1,12,3,,93,0
USD,77,0,0,,0,,0,1,12,12,0,0,0,0,3,,93,0
USD,22,0,1,0,0,,0,1,12,13,0,0,1,12,3,,93,0
USD,77,0,1,1,0,,0,1,15,10,1,0,1,9,3,,94,0
USD,25,0,0,,0,,0,1,12,13,0,0,0,0,3,,94,0
USD,22,10,1,12,1,12,1.929161200709931321861254726,3,5,5,0,0,0,0,2,3,12,1
USD,6,0,1,2,0,,0,1,12,12,0,0,0,0,3,,95,0
EUR,36,0,1,24,1,46,3.954780461455359209815572189,0,13,5,0,0,0,0,3,46,46,1
USD,25,0,0,,0,,0,1,12,13,1,1,0,0,3,,95,0
GBP,121,9,1,24,1,35,1.929161200709931321861254726,3,7,6,1,0,1,7,3,2,45,1
USD,120,0,1,4,0,,0,1,13,13,0,0,0,0,3,,95,0
USD,77,0,1,3,0,,0,1,13,7,0,1,1,13,3,18,95,0
USD,33,0,1,3,0,,0,1,13,13,1,1,1,13,3,0,96,0
USD,31,0,0,,0,,0,1,12,6,0,0,0,0,3,,96,0
USD,22,0,1,3,0,,0,1,12,12,0,0,0,0,3,0,96,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,0,96,0
EUR,36,0,1,0,1,4,3.858322401419862643722509453,5,13,13,0,0,0,0,2,0,4,1
EUR,27,5,0,,0,,0,1,12,13,0,0,1,12,3,,96,0
EUR,29,2,1,4,1,5,15.43328960567945057489003781,5,7,5,1,0,1,12,3,4,5,1
EUR,36,1,0,,0,,0,1,12,13,1,1,1,12,3,,97,0
EUR,36,0,1,0,0,,0,1,12,13,0,0,0,0,3,0,97,0
USD,77,0,0,,0,,0,1,12,13,0,0,0,0,3,,97,0
USD,77,0,0,,0,,0,1,12,13,1,1,0,0,3,0,98,0
USD,36,0,1,1,0,,0,1,12,12,0,0,1,13,3,2,98,0
EUR,22,0,0,,0,,0,1,12,13,0,1,1,12,3,,98,0
USD,22,19,1,19,0,,0,1,5,8,1,1,1,13,3,0,98,0
EUR,38,0,1,0,1,5,38.58322401419862643722509453,5,7,10,1,1,0,0,3,,0,1
EUR,36,0,1,2,0,,0,1,13,5,1,0,1,12,3,48,99,0
EUR,36,0,1,1,0,,0,1,13,13,0,0,1,12,3,0,99,0
EUR,36,0,1,1,0,,0,1,12,12,0,0,0,0,3,0,99,0
EUR,41,0,0,,0,,0,1,6,5,1,1,1,5,3,,99,0
EUR,29,0,1,0,0,,0,1,6,13,1,1,1,6,3,,99,0
USD,78,0,1,0,0,,0,1,12,12,0,0,0,0,3,,99,0
EUR,22,5,1,48,1,49,1.929161200709931321861254726,3,12,12,0,0,0,0,3,,50,1
USD,85,0,1,1,0,,0,1,5,13,1,0,0,0,3,,100,0
USD,25,0,0,,0,,0,1,12,7,1,1,0,0,3,,100,0
USD,26,0,0,,0,,0,1,12,12,0,0,0,0,3,0,100,0
EUR,13,0,0,,0,,0,1,13,13,0,1,0,0,3,,100,0
EUR,38,0,1,1,1,5,7.716644802839725287445018906,3,7,7,0,0,0,0,2,0,7,1
EUR,36,0,0,,0,,0,1,10,9,1,0,0,0,3,1,100,0
EUR,36,0,1,0,1,0,3.858322401419862643722509453,0,8,5,1,0,1,6,3,,0,1
EUR,36,0,1,0,1,0,19.29161200709931321861254726,0,8,7,1,1,1,7,2,0,0,1
USD,77,0,0,,0,,0,1,12,13,1,1,0,0,3,,100,0
USD,97,0,0,,0,,0,1,12,12,0,0,0,0,3,0,101,0
EUR,36,57,1,58,1,58,1.929161200709931321861254726,0,13,5,1,0,1,12,3,1,101,0
EUR,36,0,1,3,1,4,3.858322401419862643722509453,0,7,6,0,0,1,7,3,4,4,1
EUR,36,0,1,1,0,,0,1,7,7,1,0,1,13,3,8,101,0
EUR,36,0,0,,0,,0,1,6,7,0,0,0,0,3,,102,0
USD,106,11,1,13,0,,0,1,12,12,0,0,0,0,3,,102,0
EUR,13,0,1,3,0,,0,1,12,6,1,0,1,12,3,3,102,0
GBP,58,0,1,2,1,3,5.787483602129793965583764179,5,7,8,0,0,1,6,3,9,3,1
EUR,36,0,0,,0,,0,1,5,12,1,1,1,12,3,,102,0
USD,22,11,1,11,0,,0,1,12,13,0,1,1,12,3,11,102,0
USD,106,0,0,,0,,0,1,5,5,1,1,0,0,3,,102,0
EUR,36,0,1,3,0,,0,1,12,12,0,0,1,12,3,3,103,0
USD,6,2,0,,0,,0,1,13,12,0,0,0,0,3,,103,0
GBP,41,0,1,3,0,,0,1,8,7,0,1,1,7,3,,103,0
USD,77,0,0,,0,,0,1,12,6,0,0,1,12,3,,103,0
GBP,41,0,1,0,0,,0,1,10,10,0,0,0,0,3,,103,0
EUR,36,10,0,,0,,0,1,13,13,1,1,1,12,3,,103,0
USD,29,4,1,4,0,,0,1,6,9,0,0,0,0,3,4,103,0
EUR,36,0,1,1,0,,0,1,8,7,1,1,1,5,3,,104,0
EUR,36,0,1,1,0,,0,1,12,12,0,0,0,0,3,,104,0
EUR,36,0,1,1,0,,0,1,5,5,1,0,1,13,3,,104,0
EUR,100,6,0,,0,,0,1,6,7,1,1,0,0,2,0,104,0
EUR,81,0,1,1,1,8,23.14993440851917586233505672,5,8,7,1,1,0,0,3,,11,1
EUR,36,0,0,,0,,0,1,12,12,1,1,1,12,3,,104,0
USD,46,0,0,,0,,0,1,13,13,1,0,0,0,3,,104,0
USD,114,0,1,1,0,,0,1,12,12,1,1,1,13,3,,104,0
EUR,91,0,0,,0,,0,1,12,12,1,0,0,0,3,,104,0
EUR,36,0,1,0,1,3,1.929161200709931321861254726,0,6,12,0,0,0,0,3,,4,1
USD,24,0,0,,0,,0,1,9,9,1,0,1,8,3,0,104,0
USD,22,0,1,0,0,,0,1,13,13,0,0,0,0,3,0,104,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,105,0
EUR,13,0,1,0,1,23,1.929161200709931321861254726,3,7,8,1,0,1,5,3,0,23,1
USD,77,0,0,,0,,0,1,12,6,0,0,1,13,3,,105,0
USD,97,0,0,,0,,0,1,12,12,0,1,0,0,3,,106,0
USD,6,6,0,,0,,0,1,0,0,0,0,0,0,3,,106,0
USD,31,0,0,,0,,0,1,0,0,0,0,0,0,3,,106,0
EUR,36,0,1,1,1,9,11.57496720425958793116752836,6,5,6,1,0,1,5,3,,15,1
GBP,41,0,0,,0,,0,1,7,6,1,1,1,7,3,,107,0
EUR,25,0,1,8,0,,0,1,12,12,0,0,0,0,3,,107,0
USD,22,0,0,,0,,0,1,12,5,0,0,0,0,3,,107,0
EUR,95,0,1,8,1,25,9.437379427424955629292383672,5,7,6,1,0,1,12,3,,28,1
USD,26,0,0,,0,,0,1,12,12,0,0,0,0,3,,107,0
USD,31,53,1,56,0,,0,1,8,9,0,0,0,0,3,0,107,0
EUR,36,1,1,1,0,,0,1,5,5,0,1,0,0,3,,107,0
EUR,36,1,1,1,0,,0,1,5,13,1,1,0,0,3,,107,0
USD,36,0,0,,0,,0,1,7,7,1,1,0,0,3,,107,0
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,3,1,108,0
GBP,41,8,0,,0,,0,1,12,6,1,0,1,13,3,,108,0
USD,41,0,0,,0,,0,1,12,13,0,0,0,0,3,,108,0
USD,77,0,1,18,0,,0,1,12,12,0,0,0,0,3,86,108,0
USD,25,0,0,,0,,0,1,12,12,0,0,0,0,3,,109,0
EUR,36,0,1,3,0,,0,1,5,7,1,1,1,7,3,13,109,0
EUR,36,0,1,2,1,6,38.58322401419862643722509453,5,8,8,1,1,1,7,3,,9,1
USD,20,0,0,,0,,0,1,8,9,0,0,1,9,3,,109,0
USD,79,0,0,,0,,0,1,12,12,0,0,0,0,3,,109,0
USD,6,0,1,3,0,,0,1,12,13,0,0,1,12,3,,110,0
USD,77,0,1,10,0,,0,1,9,7,0,0,0,0,3,0,110,0
EUR,29,0,1,0,0,,0,1,7,6,1,1,0,0,3,,110,0
EUR,36,0,1,0,0,,0,1,8,6,0,1,1,13,3,,110,0
USD,85,0,0,,0,,0,1,12,7,0,0,0,0,3,0,110,0
USD,6,0,1,1,0,,0,1,13,7,0,0,1,13,3,4,111,0
EUR,36,1,0,,0,,0,1,7,7,1,1,1,7,3,15,111,0
EUR,36,0,1,1,1,1,3.858322401419862643722509453,0,13,12,0,0,0,0,3,1,1,1
USD,22,0,0,,0,,0,1,12,12,0,0,0,0,3,0,111,0
EUR,36,0,0,,0,,0,1,1,1,0,0,0,0,0,,111,0
USD,117,0,1,11,0,,0,1,13,5,0,0,1,12,3,20,111,0
EUR,36,0,1,0,1,0,1.929161200709931321861254726,0,5,6,1,1,1,6,3,,0,1
USD,109,0,0,,0,,0,1,13,12,1,1,1,13,3,0,111,0
USD,22,0,0,,0,,0,1,12,12,1,1,1,12,3,,112,0
EUR,36,0,1,1,1,5,9.726830773979473724824446331,5,6,6,0,0,0,0,3,0,5,1
USD,46,0,1,1,0,,0,1,13,5,0,0,0,0,3,0,112,0
EUR,36,1,1,1,1,7,1.929161200709931321861254726,0,5,6,0,0,0,0,3,,7,1
USD,26,0,0,,0,,0,1,12,12,0,0,0,0,3,,113,0
USD,85,0,1,1,0,,0,1,6,5,0,0,0,0,3,0,113,0
EUR,36,0,1,0,1,2,38.58322401419862643722509453,5,7,6,1,0,0,0,3,,3,1
EUR,36,0,1,0,1,6,3.858322401419862643722509453,0,5,13,0,0,1,13,3,,6,1
EUR,38,0,1,0,1,2,38.58322401419862643722509453,5,8,8,1,1,0,0,3,,113,0
USD,22,0,0,,0,,0,1,7,9,0,0,0,0,3,,113,0
USD,25,0,1,0,0,,0,1,12,13,1,1,1,12,3,0,113,0
USD,21,0,1,28,0,,0,1,8,5,1,1,1,13,3,,114,0
EUR,36,0,0,,0,,0,1,13,5,0,0,1,12,3,0,114,0
EUR,38,0,0,,0,,0,1,12,12,1,1,1,12,3,0,114,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,0,115,0
EUR,36,0,1,1,1,11,77.16644802839725287445018906,5,10,7,1,0,1,7,3,,115,0
USD,6,0,0,,0,,0,1,12,12,0,0,1,13,0,,115,0
EUR,103,0,1,1,1,8,3.858322401419862643722509453,5,7,6,0,0,1,6,3,1,115,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,,115,0
EUR,58,0,1,1,0,,0,1,8,7,0,0,1,12,0,,115,0
USD,78,0,1,1,0,,0,1,8,7,1,1,1,6,3,,115,0
EUR,58,4,0,,0,,0,1,0,0,0,0,0,0,2,4,115,0
EUR,36,0,1,3,0,,0,1,13,13,0,0,0,0,3,4,115,0
USD,77,0,0,,0,,0,1,13,8,1,1,0,0,3,,115,0
USD,85,0,1,1,0,,0,1,5,6,0,0,0,0,3,,115,0
EUR,36,2,1,2,0,,0,1,12,13,1,1,0,0,3,1,116,0
USD,77,0,0,,0,,0,1,0,0,0,0,0,0,3,,116,0
USD,33,0,1,2,0,,0,1,12,12,0,0,0,0,3,,116,0
EUR,36,0,0,,0,,0,1,5,12,0,0,1,6,3,,116,0
GBP,41,0,0,,0,,0,1,5,6,1,0,0,0,3,,116,0
EUR,36,0,1,2,1,6,3.858322401419862643722509453,6,9,7,0,0,0,0,2,5,6,1
EUR,36,0,1,2,0,,0,1,13,5,0,0,0,0,3,2,116,0
USD,6,0,0,,0,,0,1,13,13,0,1,1,13,0,,116,0
EUR,36,0,1,3,1,7,14.52905316768269156570723050,5,6,7,1,1,1,7,3,,7,1
USD,6,0,1,7,0,,0,1,13,12,0,0,1,12,3,,117,0
USD,22,0,1,3,1,3,2.893741801064896982791882090,3,13,12,0,0,1,12,2,0,3,1
EUR,100,0,1,0,1,4,9.462690022378269928235203334,5,10,15,1,0,1,8,3,,4,1
EUR,36,0,1,0,0,,0,1,6,7,0,0,1,12,3,0,117,0
USD,26,0,1,0,0,,0,1,7,8,1,0,0,0,3,,117,0
EUR,36,0,0,,0,,0,1,12,13,0,0,0,0,3,,117,0
EUR,36,1,1,4,0,,0,1,12,13,0,0,0,0,3,,117,0
USD,77,0,0,,0,,0,1,12,13,1,0,0,0,3,,117,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,0,0,117,0
USD,25,1,0,,0,,0,1,12,5,0,0,0,0,3,,118,0
EUR,36,0,1,1,0,,0,1,12,5,1,0,1,12,0,0,118,0
EUR,36,0,1,1,0,,0,1,12,13,1,0,1,12,0,0,118,0
USD,6,0,0,,0,,0,1,0,0,0,0,0,0,3,,118,0
EUR,36,0,0,,0,,0,1,12,13,1,0,0,0,3,0,118,0
EUR,36,2,0,,0,,0,1,0,0,0,0,0,0,0,0,118,0
EUR,36,0,1,0,0,,0,1,12,12,0,0,0,0,0,,118,0
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,3,0,118,0
USD,41,0,0,,0,,0,1,13,7,1,0,1,12,0,,118,0
EUR,36,0,1,1,0,,0,1,7,6,1,0,1,12,0,0,118,0
USD,31,0,0,,0,,0,1,13,13,1,0,0,0,3,,119,0
EUR,82,0,1,7,1,8,34.72490161277876379350258508,3,5,6,0,0,0,0,3,,8,1
EUR,36,0,1,1,0,,0,1,13,13,0,0,1,12,2,0,119,0
EUR,36,0,0,,0,,0,1,12,13,1,0,0,0,3,,119,0
EUR,36,0,1,1,1,1,3.858322401419862643722509453,0,5,6,1,0,1,13,3,,1,1
EUR,36,1,1,1,1,36,3.858322401419862643722509453,5,5,12,0,1,1,13,2,0,6,1
USD,6,6,0,,0,,0,1,12,12,1,1,1,12,3,6,119,0
EUR,38,1,1,1,0,,0,1,9,7,0,0,0,0,3,1,119,0
USD,6,1,1,1,0,,0,1,13,5,1,0,1,5,3,0,119,0
USD,6,1,0,,0,,0,1,13,5,1,1,1,5,3,,120,0
EUR,96,0,1,1,0,,0,1,12,12,1,1,0,0,3,,120,0
EUR,36,1,1,3,0,,0,1,12,12,0,0,0,0,0,0,120,0
USD,22,0,0,,0,,0,1,12,12,0,0,0,0,3,,120,0
USD,33,0,1,64,0,,0,1,12,13,1,0,1,12,3,0,120,0
EUR,36,0,1,9,0,,0,1,12,12,0,0,1,12,3,,120,0
USD,85,0,1,1,0,,0,1,12,12,0,0,0,0,3,0,120,0
USD,85,0,0,,0,,0,1,13,8,0,0,0,0,3,,120,0
EUR,36,0,1,1,0,,0,1,5,5,1,0,0,0,3,0,120,0
USD,25,3,0,,0,,0,1,12,5,1,1,1,13,3,0,120,0
GBP,41,1,1,2,1,4,3.858322401419862643722509453,5,7,7,1,1,1,5,2,0,4,1
EUR,50,0,0,,0,,0,1,5,6,0,0,0,0,0,0,121,0
USD,85,2,1,2,0,,0,1,12,12,1,0,0,0,3,,121,0
EUR,36,0,1,3,1,3,1.929161200709931321861254726,0,13,13,1,1,0,0,3,,3,1
USD,77,0,1,1,0,,0,1,6,7,1,0,1,13,3,,121,0
EUR,36,8,0,,0,,0,1,12,13,1,0,0,0,0,0,121,0
EUR,22,0,0,,0,,0,1,12,13,0,0,0,0,3,0,121,0
EUR,36,0,0,,0,,0,1,0,0,0,0,0,0,0,,121,0
EUR,36,23,1,24,1,25,1.929161200709931321861254726,0,5,6,0,0,0,0,3,0,25,1
EUR,36,1,1,9,0,,0,1,12,12,0,0,1,12,3,7,121,0
EUR,36,0,1,1,0,,0,1,5,5,0,0,1,12,3,,121,0
USD,78,0,1,2,0,,0,1,8,8,0,0,0,0,3,1,121,0
USD,22,1,1,1,0,,0,1,12,12,0,0,0,0,0,,122,0
USD,77,0,0,,0,,0,1,12,12,1,0,0,0,0,,122,0
USD,85,0,0,,0,,0,1,13,12,0,0,0,0,3,0,122,0
USD,41,0,0,,0,,0,1,5,7,1,0,0,0,1,2,122,0
EUR,36,40,1,40,0,,0,1,7,13,1,0,1,7,3,1,122,0
EUR,27,0,1,1,0,,0,1,13,10,1,1,1,6,0,,122,0
EUR,38,0,0,,0,,0,1,9,8,1,1,1,9,3,,122,0
EUR,36,0,0,,0,,0,1,13,7,0,0,1,12,3,1,122,0
EUR,36,0,0,,0,,0,1,12,12,0,0,0,0,3,,122,0
EUR,36,3,1,30,0,,0,1,12,13,0,0,0,0,3,37,123,0
EUR,36,0,0,,0,,0,1,13,5,0,0,0,0,3,,123,0
USD,22,68,1,83,0,,0,1,5,7,0,0,0,0,0,68,123,0
EUR,36,7,1,13,1,95,0.4244154641561848908094760398,5,13,13,1,1,1,12,0,,123,0
EUR,38,0,1,2,1,6,1.929161200709931321861254726,3,13,5,0,0,0,0,3,9,9,1
USD,85,0,0,,0,,0,1,12,13,0,0,0,0,3,,123,0
EUR,36,0,0,,0,,0,1,0,0,0,0,0,0,3,,124,0
USD,77,3,1,41,0,,0,1,12,12,0,0,1,12,3,3,124,0
USD,85,0,0,,0,,0,1,12,12,1,1,0,0,3,,124,0
USD,117,0,0,,0,,0,1,12,13,0,0,1,12,3,0,124,0
EUR,36,0,1,2,1,4,1.929161200709931321861254726,0,12,12,0,0,0,0,0,3,4,1
EUR,29,0,0,,0,,0,1,0,0,0,0,0,0,3,,124,0
USD,41,0,0,,0,,0,1,12,12,1,1,1,12,3,,124,0
EUR,0,0,1,0,1,0,3.858322401419862643722509453,3,12,5,0,0,0,0,3,0,0,1
EUR,100,0,1,0,1,31,1.929161200709931321861254726,0,6,7,1,1,1,8,3,,31,1
USD,33,0,0,,0,,0,1,12,6,0,0,0,0,3,,124,0
USD,22,0,0,,0,,0,1,12,13,0,0,0,0,3,,124,0
USD,6,0,0,,0,,0,1,12,13,0,0,0,0,3,,125,0
EUR,36,0,1,1,0,,0,1,13,5,0,0,1,12,3,0,125,0
EUR,23,1,0,,0,,0,1,7,5,1,0,1,5,3,0,125,0
GBP,41,0,1,1,1,1,1.929161200709931321861254726,0,7,6,0,0,0,0,3,,1,1
USD,25,0,1,8,0,,0,1,12,12,0,0,0,0,3,0,125,0
EUR,81,1,0,,0,,0,1,13,13,1,0,0,0,0,,125,0
USD,16,0,1,0,0,,0,1,12,12,0,0,0,0,0,0,125,0
EUR,36,0,1,1,0,,0,1,5,6,1,1,1,12,0,0,125,0
EUR,36,0,1,1,0,,0,1,12,12,1,0,1,12,3,,125,0
USD,78,0,1,0,0,,0,1,8,8,1,1,1,5,3,,125,0
EUR,36,0,1,0,0,,0,1,5,6,1,0,1,13,0,,125,0
EUR,36,0,0,,0,,0,1,12,6,1,0,0,0,3,,125,0
USD,41,0,0,,0,,0,1,13,6,0,0,1,12,3,0,125,0
USD,41,0,0,,0,,0,1,12,12,1,1,1,5,3,0,125,0
USD,87,0,1,0,0,,0,1,12,5,1,0,1,12,0,,125,0
USD,36,0,1,0,1,7,1.929161200709931321861254726,0,12,13,0,0,1,12,3,0,7,1
USD,22,0,1,0,0,,0,1,7,8,1,0,1,7,0,,125,0
EUR,44,0,1,0,0,,0,1,12,12,1,0,0,0,3,,125,0
USD,85,0,1,1,0,,0,1,12,13,1,0,1,12,0,0,126,0
EUR,36,0,1,0,1,5,38.58322401419862643722509453,5,9,6,0,0,0,0,3,,5,1
EUR,36,0,1,0,0,,0,1,13,13,1,0,1,12,3,,126,0
EUR,95,0,1,0,1,0,1.933019523111351184504977236,0,8,5,0,0,1,6,3,0,0,1
USD,24,0,0,,0,,0,1,13,6,0,1,1,13,3,,126,0
EUR,36,1,1,2,0,,0,1,7,8,1,0,0,0,3,21,127,0
EUR,36,0,1,1,1,14,7.716644802839725287445018906,5,9,5,1,0,1,8,3,,127,0
USD,33,0,1,0,0,,0,1,13,5,1,1,0,0,0,0,127,0
EUR,53,0,1,1,0,,0,1,13,6,1,0,0,0,3,3,127,0
EUR,36,79,1,80,1,90,3.858322401419862643722509453,0,5,6,1,1,1,13,3,,91,1
EUR,36,0,1,0,0,,0,1,6,12,1,1,1,12,3,0,127,0
USD,22,3,0,,0,,0,1,12,5,0,0,1,5,3,,127,0
EUR,36,3,1,9,1,16,15.81912184582143683926228876,5,5,6,1,0,1,12,3,35,17,1
USD,54,0,0,,0,,0,1,8,6,1,1,0,0,3,,128,0
USD,6,0,0,,0,,0,1,12,12,0,0,0,0,3,0,128,0
EUR,25,0,1,0,0,,0,1,12,12,1,1,1,12,3,0,128,0
EUR,103,0,1,0,1,1,19.29161200709931321861254726,5,11,11,1,0,1,10,3,,2,1
USD,77,3,0,,0,,0,1,13,13,0,0,0,0,0,0,128,0
USD,36,0,0,,0,,0,1,0,0,0,0,0,0,0,,129,0
EUR,36,0,1,1,1,1,1.929161200709931321861254726,0,8,6,1,1,1,13,3,,1,1
EUR,121,0,1,1,0,,0,1,13,6,0,0,1,12,3,1,129,0
EUR,109,0,1,1,1,10,3.858322401419862643722509453,5,9,8,1,1,1,7,3,,11,1
GBP,41,0,1,1,1,3,1.929161200709931321861254726,5,13,13,0,0,1,12,3,1,129,0
EUR,36,0,0,,0,,0,1,7,6,0,0,0,0,3,,129,0
EUR,36,0,0,,0,,0,1,13,5,0,0,0,0,3,,129,0
EUR,41,0,0,,0,,0,1,5,8,1,1,0,0,3,,130,0
USD,33,0,0,,0,,0,1,5,7,0,0,1,12,3,,130,0
